CNPJ BÁSICO,Nome Municip.,Nome Cnae,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,CAPITAL SOCIAL,PORTE DA EMPRESA,result
17864377,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88115180.0,,,"1000,00",1.0,
17868148,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88231605.0,,,"1000,00",1.0,
18021545,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88155951.0,,,"1000,00",1.0,
18041263,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32617049.0,,,"1000,00",1.0,
13315670,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32366099.0,,,"1,00",1.0,
16681344,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,33130502.0,,,"1,00",1.0,
17644042,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88859114.0,,,"300,00",1.0,
18383718,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32154251.0,,,"100000,00",5.0,
18535475,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32332927.0,,,"1,00",1.0,
18625408,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32183700.0,32.0,33130517.0,"800000,00",5.0,
18718334,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32576010.0,,,"3000,00",1.0,
18719616,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32162574.0,,,"1000,00",1.0,
18905848,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32156631.0,32.0,32166631.0,"30000,00",1.0,
18927248,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,21022330.0,,,"5000,00",3.0,
15592746,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21016000,,,"300000,00",3.0,
19483735,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32,32163399,,,"500,00",1.0,
19572434,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91651213.0,,,"1,00",1.0,
19698229,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32151301.0,,,"5000,00",1.0,
19753989,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32264267.0,,,"1,00",1.0,
19755235,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88045875.0,,,"1000,00",1.0,
19812531,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91352716.0,,,"100,00",1.0,
20019443,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32119310,,,"94000,00",1.0,
20098065,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,30265505,,,"5000,00",1.0,
20147093,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91001034,,,"1,00",1.0,
20521117,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158852,31.0,36158854.0,"10000,00",5.0,
20521117,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158838.0,31.0,36158837.0,"10000,00",5.0,
20749533,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88015321.0,,,"500,00",1.0,
20805418,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32126688.0,,,"2000,00",1.0,
20856523,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32417992.0,,,"72400,00",1.0,
20895606,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32414520.0,,,"200000,00",5.0,
20917320,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,21016000.0,,,"72400,00",1.0,
20968846,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99610543.0,,,"500,00",1.0,
21078809,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32313881.0,,,"5000,00",1.0,
21305744,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88554227.0,,,"3000,00",1.0,
21325468,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32170232.0,,,"1000,00",1.0,
21471100,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88237204.0,,,"3000,00",1.0,
21537385,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88744085.0,,,"1000,00",1.0,
21560600,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32414520.0,,,"200000,00",5.0,
21562672,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32221207.0,,,"5000,00",1.0,
21864995,JUIZ DE FORA,OBRAS DE ALVENARIA,32,99652827,,,"1000,00",1.0,
21889256,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32,88256609,,,"1000,00",1.0,
22208700,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32,88436743,,,"10000,00",5.0,
22360995,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32,32147683,,,"1,00",1.0,
22384480,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32,99322163,,,"1000,00",1.0,
22456876,JUIZ DE FORA,OBRAS DE ALVENARIA,32,88420534,,,"5000,00",1.0,
22698726,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32267817.0,,,"4000,00",1.0,
22756997,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88016447.0,,,"1500,00",1.0,
22828620,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32186088.0,,,"1,00",1.0,
22839277,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32287676.0,32.0,32286090.0,"20000,00",1.0,
22857466,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88381016.0,,,"800,00",1.0,
23009619,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,30253040.0,,,"100000,00",1.0,
23066474,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91430181.0,,,"3000,00",1.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33214065,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,34511068,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,34511068.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32131165.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33214065,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,34511068.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"9945000,00",5.0,
22956301,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88494201.0,,,"2500,00",1.0,
23617745,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84450838.0,,,"3000,00",1.0,
23845510,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32296000.0,,,"1000,00",1.0,
24019437,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30178433.0,,,"10000,00",1.0,
24247361,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32154580.0,,,"1000,00",1.0,
23517853,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32158413.0,,,"5000,00",1.0,
24686882,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99296601.0,,,"3000,00",1.0,
24740832,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,99582490.0,,,"3000,00",1.0,
23490901,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,31.0,37316331.0,,,"20000,00",1.0,
24773309,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33333333.0,,,"88000,00",1.0,
24795167,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88178869.0,,,"15000,00",1.0,
24867474,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30834525.0,32.0,30155135.0,"4000,00",1.0,
24891569,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98846269.0,,,"3000,00",1.0,
25112037,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88500010.0,,,"25000,00",1.0,
25355627,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84259787,,,"1000,00",1.0,
20699919,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32156631.0,,,"382000,00",3.0,
12773284,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32179977.0,,,"1,00",1.0,
17075166,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91419654.0,,,"40000,00",1.0,
12623829,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,"3371768,00",5.0,
18886003,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32158231,,,"10000,00",1.0,
2417534,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32711713,32.0,32711080.0,"10000,00",5.0,
14422122,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32158778,,,"2000,00",1.0,
14422122,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32158778,,,"2000,00",1.0,
15614962,JUIZ DE FORA,OBRAS DE ALVENARIA,32,88290093,,,"1,00",1.0,
22801943,JUIZ DE FORA,OBRAS DE ALVENARIA,32,88236948,,,"5000,00",1.0,
21317447,JUIZ DE FORA,OBRAS DE ALVENARIA,32,88391857,,,"5000,00",1.0,
12182763,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32,32143846,,,"70000,00",1.0,
26241578,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99421624.0,,,"1000,00",1.0,
26411422,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98845852.0,,,"1,00",1.0,
26448026,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84419000.0,,,"1500,00",1.0,
26555387,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88408622,,,"1000,00",1.0,
26669665,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32178676,,,"5000,00",1.0,
26740786,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91538640,,,"3000,00",1.0,
26743923,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32239785,,,"5000,00",1.0,
26864807,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32256757.0,32.0,32223099.0,"200000,00",1.0,
26945820,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84105757.0,,,"6000,00",1.0,
26988512,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32256757.0,,,"20000,00",1.0,
27078873,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,"93700,00",5.0,
27083341,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88016600.0,,,"1,00",1.0,
27110413,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84895781.0,,,"2500,00",1.0,
27339574,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32240204.0,,,"3000,00",1.0,
27521357,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88116139.0,,,,,
27560517,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,21020216.0,,,,,
27797563,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32234843.0,,,,,
27813975,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30824290.0,,,,,
27815926,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,33131727.0,,,,,
27825122,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84576790.0,,,,,
27937693,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84410669.0,,,,,
28012051,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99655002.0,,,,,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,32.0,30179554.0,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
28140497,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99985004.0,,,,,
28208915,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99679710.0,,,,,
28285949,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88121860.0,,,,,
28321581,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32240218.0,,,,,
28376144,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88922648.0,,,,,
28435249,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32150381.0,,,,,
28501875,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32131165.0,,,,,
28644807,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
28644807,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
28644807,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226.0,,,,,
28725022,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91806050.0,,,,,
28842668,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,30253796.0,,,,,
29029837,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88659603.0,,,,,
29222969,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32233475.0,,,,,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,32.0,30179554.0,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
29296433,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32138530.0,,,,,
29317656,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32178641.0,,,,,
29453908,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88106470.0,,,,,
29525407,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32177709.0,,,,,
29578877,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32181215.0,,,,,
29599619,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32149712.0,,,,,
29609835,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32231603.0,,,,,
29659318,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,21.0,82051932.0,,,,,
29668301,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91386473.0,,,,,
29838906,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32269404.0,,,,,
29885109,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30252710.0,,,,,
29903280,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32259342.0,,,,,
30046751,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32187942.0,32.0,32118218.0,,,
30246183,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32129627.0,,,,,
30386648,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91611526.0,,,,,
30407558,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32242641.0,,,,,
30412465,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,30179556.0,,,,,
30412465,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
30412524,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,30179556.0,,,,,
30469392,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32249854.0,,,,,
30573954,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30261217.0,,,,,
30597836,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30849800.0,,,,,
30728084,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91495484.0,,,,,
30771167,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32352836.0,,,,,
30797447,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,33135100.0,,,,,
30837778,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
30845469,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30834525.0,,,,,
30924387,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30838805.0,,,,,
31076541,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,81272999.0,,,,,
31099098,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32256757.0,32.0,32223099.0,,,
31164283,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88074791.0,,,,,
