CNPJ BÁSICO,Nome Municip.,Nome Cnae,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,CAPITAL SOCIAL,PORTE DA EMPRESA,result
38307167,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,87080872.0,,,,,
38369851,JUIZ DE FORA,OBRAS DE ALVENARIA,31.0,92814899.0,,,,,
38380000,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99873261.0,,,,,
38583797,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91581668.0,,,,,
38927107,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32221207.0,,,,,
9493314,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21028800.0,,,"200000,00",3.0,
9493314,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21028800,32.0,84430500.0,"200000,00",3.0,
9493314,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,91999958.0,32.0,32158864.0,"200000,00",3.0,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,31216015.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,31216015.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,31216015.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,14.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,61.0,39650000.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413263.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,31216015.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,31216015.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
31237773,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,17.0,41413262.0,,,,,
39577014,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88641012.0,,,,,
39651170,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88203525.0,,,,,
39659615,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99912549.0,,,,,
39744553,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32163399.0,,,,,
39782918,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32159460.0,32.0,32324894.0,,,
39799188,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88978748.0,,,,,
40020095,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99832582.0,,,,,
40030510,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32254194.0,,,,,
40063219,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99533616.0,,,,,
40076023,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,21022330.0,,,,,
40203207,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88468057.0,,,,,
40263737,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91848561.0,,,,,
40266236,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88612863.0,,,,,
40323113,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88535492.0,,,,,
40332855,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98019447.0,,,,,
40379937,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91637201.0,,,,,
40402424,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,40095000.0,,,,,
40474300,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33137064.0,,,,,
9257587,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32398530.0,32.0,32398501.0,"300000,00",5.0,
9257587,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32398530.0,32.0,32398509.0,"300000,00",5.0,
9257587,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32398530.0,32.0,32398501.0,"300000,00",5.0,
9257587,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32398530.0,32.0,32398509.0,"300000,00",5.0,
40514734,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32163989.0,,,,,
40562549,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,30175007.0,,,,,
40634238,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88362443.0,,,,,
40705197,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88995107.0,,,,,
40707565,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99954853.0,,,,,
40713049,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91943511.0,,,,,
40783982,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91841935.0,,,,,
40792895,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91562732.0,,,,,
40804470,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99780427.0,,,,,
40818912,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88077790.0,,,,,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32213609.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32213609.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32712838.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32341136,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32213609.0,,,"1200000,00",5.0,
11839086,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,33.0,32712838.0,,,"1200000,00",5.0,
40920870,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88856916.0,,,,,
40931622,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32313170.0,,,,,
40933209,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99622495.0,,,,,
40951412,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11.0,95959595.0,,,,,
40975320,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,,,
41007518,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,88338842.0,32.0,35610692.0,,,
41033944,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,99343605.0,,,,,
41048375,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91482548.0,,,,,
41115316,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,30252580.0,,,,,
27525721,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21028800.0,,,,,
27525721,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32158864.0,,,,,
41168631,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99814781.0,,,,,
41184267,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88047427.0,,,,,
41231785,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98060296.0,,,,,
